Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,_query_make,_query_model,_query_year,report_date_iso
Hyundai Motor America,25V606000,False,False,False,,12/09/2025,ELECTRICAL SYSTEM:PROPULSION SYSTEM:CHARGING:PORT,Hyundai Motor America (Hyundai) is recalling certain 2023-2025 IONIQ 6 electric vehicles. The charging port door panel may detach.,"A detached charging port door panel can create a road hazard for other vehicles, increasing the risk of a crash.","Dealers will apply an adhesive on the charging port door assembly, free of charge. Owner notification letters were mailed beginning October 10, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 282. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on September 13, 2025.",,2025,HYUNDAI,IONIQ 6,HYUNDAI,IONIQ 6,2025,2025-09-12
"Kia America, Inc.",25V649000,False,False,False,,25/09/2025,ELECTRICAL SYSTEM:WIRING:FUSES AND CIRCUIT BREAKERS,"Kia America, Inc. (Kia) is recalling certain 2021-2023 Sorento vehicles. The heating, ventilation, and air conditioning (HVAC) blower motor wiring harness may be inadequate, which can result in a fire.",A fire increases the risk of injury.,"Dealers will replace the wiring harness and blower motor resistor, free of charge. Owner notification letters were mailed January 23, 2026. Owners may contact Kia customer service at 800-333-4542. Kia's number for this recall is SC351. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning October 9, 2025.",,2021,KIA,SORENTO,KIA,SORENTO,2021,2025-09-25
Hyundai Motor America,25V659000,False,False,False,,02/10/2025,ELECTRICAL SYSTEM:STARTER ASSEMBLY,"Hyundai Motor America (Hyundai) is recalling certain 2024-2025 Santa Fe vehicles. The B+ positive terminal cover on the starter motor assembly may be improperly installed, which can cause an electrical short during a crash.",An electrical short increases the risk of a fire.,"Dealers will inspect and reinstall the starter motor terminal cover, as necessary, free of charge. Owner notification letters were mailed beginning October 22, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 285. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on October 4, 2025.",,2025,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2025,2025-10-02
Hyundai Motor America,25V797000,False,False,False,,18/11/2025,SEAT BELTS:FRONT:RETRACTOR,Hyundai Motor America (Hyundai) is recalling certain 2025 IONIQ 5 vehicles. The seat belt retractors for the driver and front passenger seats may not be securely fastened.,"An improperly secured seat belt retractor may not function properly in a crash, increasing the risk of injury.","Dealers will inspect and secure the seat belt retractors, as necessary, free of charge. Owner notification letters were mailed December 30, 2025. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 287. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on November 19, 2025.",,2025,HYUNDAI,IONIQ 5,HYUNDAI,IONIQ 5,2025,2025-11-18
Hyundai Motor America,25V808000,False,False,False,,21/11/2025,BACK OVER PREVENTION:DISPLAY FUNCTION,"Hyundai Motor America (Hyundai) is recalling certain 2024-2025 Santa Fe and Santa Fe Hybrid vehicles. The rearview camera may not have been installed properly, which can damage the wiring harness and cause the rearview camera image not to display. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 111, ""Rear Visibility.""","A rearview image that does not display reduces the driver's view behind the vehicle, increasing the risk of a crash.","Dealers will replace the camera wiring harness, free of charge. Owner notification letters were mailed beginning January 15, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 288. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on November 22, 2025.",,2024,HYUNDAI,SANTA FE,HYUNDAI,SANTA FE,2024,2025-11-21
"Kia America, Inc.",25V874000,False,False,False,,17/12/2025,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2023-2025 Sportage Plug-In Hybrid Electric (PHEV) and 2024-2025 Sportage vehicles equipped with a 4.2"" screen and a Genuine Kia tow hitch harness accessory. Due to a software error, the instrument panel screen may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 101, ""Controls and Displays.""","An instrument panel screen that fails to display critical safety information, such as the speedometer or warning lights, can increase the risk of a crash.","Dealers will replace the tow hitch harness control module, free of charge. Owner notification letters were mailed February 13, 2026. Owners may contact Kia Customer Service at 1-800-333-4542.  Kia's number for this recall is SC359. Vehicle Identification Numbers (VINs) involved in this recall will be searchable on NHTSA.gov beginning December 31, 2025.",,2024,KIA,SPORTAGE,KIA,SPORTAGE,2024,2025-12-17
Hyundai Motor America,25V893000,False,True,False,,19/12/2025,TRAILER HITCHES,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 Tucson vehicles equipped with an optional Mobis tow hitch wiring harness. The wiring harness may have been installed incorrectly, allowing water into the control module. Moisture accumulation may cause the trailer lighting to fail or an electrical short circuit.",Nonfunctioning trailer lights can increase the risk of a crash. A short circuit can increase the risk of a fire.,"Owners are advised to park outside and away from structures until the recall repair is complete. Dealers will install a cap of the wiring, free of charge. Owner notification letters were mailed May 11, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 290. Vehicle Identification Numbers (VINs) involved in this recall  became searchable on NHTSA.gov on December 20, 2025.",,2022,HYUNDAI,TUCSON,HYUNDAI,TUCSON,2022,2025-12-19
"Kia America, Inc.",26V046000,False,False,False,,27/01/2026,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Kia America, Inc. (Kia) is recalling certain 2025 Kia K4, 2025-2026 Sorento, Sorento Hybrid, Sorento Plug-In Hybrid Electric (PHEV), 2026 Sportage, Sportage Hybrid, Sportage PHEV,  K5, EV9, Carnival, and Carnival Hybrid vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 101, ""Controls and Displays"" and 138, ""Tire Pressure Monitoring System.""","An instrument panel display that fails to show critical safety information, such as the speedometer, tire pressure, or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed March 26, 2026. Owners may contact Kia Customer Service at 1-800-333-4542. Kia's number for this recall is SC361. Vehicle Identification Numbers (VINs) involved in this recall will become searchable on NHTSA.gov on February 9, 2026.",,2026,KIA,SORENTO,KIA,SORENTO,2026,2026-01-27
Hyundai Motor America,26V047000,False,False,False,,27/01/2026,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,2026,HYUNDAI,TUCSON,HYUNDAI,TUCSON,2026,2026-01-27
Hyundai Motor America,26V068000,False,False,False,,06/02/2026,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",An electrical short in the high voltage battery system increases the risk of a fire.,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.",,2026,HYUNDAI,IONIQ 5,HYUNDAI,IONIQ 5,2026,2026-02-06
Hyundai Motor America,26V169000,False,False,False,,20/03/2026,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,"Hyundai Motor America (Hyundai) is recalling certain 2026 Hyundai Palisade and 2026 Hyundai Palisade Hybrid vehicles equipped with ""Limited"" and ""Calligraphy"" trim packages. The internal wiring within the third-row driver-side seat belt buckle may become damaged and result in a permanent display of a belted third-row driver-side seat on the instrument panel.","A faulty seat belt status indicator may fail to alert occupants to an unfastened seat belt, increasing the risk of injury.","Dealers will install a wiring harness extension and replace the seat belt assembly, as necessary, free of charge. Owner notification letters were mailed beginning May 8, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 297. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov March 21, 2026.",,2026,HYUNDAI,PALISADE,HYUNDAI,PALISADE,2026,2026-03-20
Hyundai Motor America,26V316000,False,False,False,,19/05/2026,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",Unexpected braking increases the risk of a crash.,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.",,2025,HYUNDAI,TUCSON,HYUNDAI,TUCSON,2025,2026-05-19
Hyundai Motor America,26V400000,False,False,False,,24/06/2026,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.",,2025,HYUNDAI,TUCSON,HYUNDAI,TUCSON,2025,2026-06-24
