CAMPNO,MFGCAMPNO,MFGTXT,POTAFF,RCDATE,ODATE,COMPNAME,MFR_COMP_NAME,MFR_COMP_PTNO,MFR_COMP_DESC,FMVSS,RPNO,DESC_DEFECT,CONEQUENCE_DEFECT,CORRECTIVE_ACTION,NOTES,DO_NOT_DRIVE,PARK_OUTSIDE,affected_models
23V298000,SC270,"Kia America, Inc.",108936,20230426,20230526,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,CLUSTER ASSY-INSTRUMENT,Niro Hybrid/Plug-In Hybrid: 94001-AT000,Instrument Cluster Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.Â Â The instrument cluster may fail to display any information when the vehicle is started.Â Â As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO 2023; NIRO PHEV 2023; SOUL 2023; SPORTAGE 2023; SPORTAGE HYBRID 2023; SPORTAGE PHEV 2023; TELLURIDE 2023
23V298000,SC270,"Kia America, Inc.",108936,20230426,20230526,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,CLUSTER ASSY-INSTRUMENT,Niro Hybrid/Plug-In Hybrid: 94001-AT100,Instrument Cluster Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.Â Â The instrument cluster may fail to display any information when the vehicle is started.Â Â As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO 2023; NIRO PHEV 2023; SOUL 2023; SPORTAGE 2023; SPORTAGE HYBRID 2023; SPORTAGE PHEV 2023; TELLURIDE 2023
23V298000,SC270,"Kia America, Inc.",108936,20230426,20230526,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,CLUSTER ASSY-INSTRUMENT,Niro Hybrid/Plug-In Hybrid: 94003-AT000,Instrument Cluster Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.Â Â The instrument cluster may fail to display any information when the vehicle is started.Â Â As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO 2023; NIRO PHEV 2023; SOUL 2023; SPORTAGE 2023; SPORTAGE HYBRID 2023; SPORTAGE PHEV 2023; TELLURIDE 2023
23V298000,SC270,"Kia America, Inc.",108936,20230426,20230526,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,CLUSTER ASSY-INSTRUMENT,Soul: 94023-K0000,Instrument Cluster Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.Â Â The instrument cluster may fail to display any information when the vehicle is started.Â Â As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO 2023; NIRO PHEV 2023; SOUL 2023; SPORTAGE 2023; SPORTAGE HYBRID 2023; SPORTAGE PHEV 2023; TELLURIDE 2023
23V298000,SC270,"Kia America, Inc.",108936,20230426,20230526,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,CLUSTER ASSY-INSTRUMENT,Sportage Hybrid/Plug-In Hybrid:94003-CH000,Instrument Cluster Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.Â Â The instrument cluster may fail to display any information when the vehicle is started.Â Â As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO 2023; NIRO PHEV 2023; SOUL 2023; SPORTAGE 2023; SPORTAGE HYBRID 2023; SPORTAGE PHEV 2023; TELLURIDE 2023
23V298000,SC270,"Kia America, Inc.",108936,20230426,20230526,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,CLUSTER ASSY-INSTRUMENT,Sportage: 94003-P1000,Instrument Cluster Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.Â Â The instrument cluster may fail to display any information when the vehicle is started.Â Â As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO 2023; NIRO PHEV 2023; SOUL 2023; SPORTAGE 2023; SPORTAGE HYBRID 2023; SPORTAGE PHEV 2023; TELLURIDE 2023
23V298000,SC270,"Kia America, Inc.",108936,20230426,20230526,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,CLUSTER ASSY-INSTRUMENT,Sportage:94003-DW000,Instrument Cluster Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.Â Â The instrument cluster may fail to display any information when the vehicle is started.Â Â As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO 2023; NIRO PHEV 2023; SOUL 2023; SPORTAGE 2023; SPORTAGE HYBRID 2023; SPORTAGE PHEV 2023; TELLURIDE 2023
23V298000,SC270,"Kia America, Inc.",108936,20230426,20230526,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,CLUSTER ASSY-INSTRUMENT,Telluride: 94051-S9000,Instrument Cluster Assembly,101,,"Kia America, Inc. (Kia) is recalling certain 2023 Sportage, Sportage Hybrid, Sportage Plug-in Hybrid, Niro Hybrid, Niro Plug-in Hybrid, Soul, and Telluride vehicles equipped with a digital instrument cluster containing a 4.2"" LCD screen.Â Â The instrument cluster may fail to display any information when the vehicle is started.Â Â As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 101, ""Control and Displays,"" and 138, ""Tire Pressure Monitoring Systems.""","A blank instrument cluster display will not show critical information, such as tire pressure, warning messages, and warning lights, increasing the risk of a crash.","Dealers will update the instrument cluster software, free of charge.  Owner notification letters were mailed May 26, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC270.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,NIRO 2023; NIRO PHEV 2023; SOUL 2023; SPORTAGE 2023; SPORTAGE HYBRID 2023; SPORTAGE PHEV 2023; TELLURIDE 2023
23V526000,246,Hyundai Motor America,52109,20230727,20230907,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,PUMP ASSY-ELECTRIC OIL,46110-2F630,Electric Oil Pump Assembly,,,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Palisade Tucson, 2023 Sonata, Elantra, and Kona vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump controller to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters were mailed starting September 7, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 246.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,Yes,ELANTRA 2023; KONA 2023; PALISADE 2023; PALISADE 2024; SONATA 2023; TUCSON 2023; TUCSON 2024
23V526000,246,Hyundai Motor America,52109,20230727,20230907,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,PUMP ASSY-ELECTRIC OIL,46110-4G530,Electric Oil Pump Assembly,,,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Palisade Tucson, 2023 Sonata, Elantra, and Kona vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump controller to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters were mailed starting September 7, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 246.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,Yes,ELANTRA 2023; KONA 2023; PALISADE 2023; PALISADE 2024; SONATA 2023; TUCSON 2023; TUCSON 2024
23V526000,246,Hyundai Motor America,52109,20230727,20230907,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,PUMP ASSY-ELECTRIC OIL,48110-2H100,Electric Oil Pump Assembly,,,"Hyundai Motor America (Hyundai) is recalling certain 2023-2024 Palisade Tucson, 2023 Sonata, Elantra, and Kona vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump controller to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters were mailed starting September 7, 2023.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 246.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,Yes,ELANTRA 2023; KONA 2023; PALISADE 2023; PALISADE 2024; SONATA 2023; TUCSON 2023; TUCSON 2024
23V531000,SC275,"Kia America, Inc.",39765,20230731,20230928,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,PUMP ASSY-ELECTRIC OIL,46110-4G530,ISG Electric Oil Pump Assembly (Sportage),,,"Kia America, Inc. (Kia) is recalling certain 2023 Soul, Sportage, and 2023-2024 Seltos vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters are expected to be mailed September 28, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC275.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,Yes,SELTOS 2023; SELTOS 2024; SOUL 2023; SPORTAGE 2023
23V531000,SC275,"Kia America, Inc.",39765,20230731,20230928,POWER TRAIN:AUTOMATIC TRANSMISSION:FLUID/LUBRICANT:PUMP,PUMP ASSY-ELECTRIC OIL,48110-2H100,ISG Electric Oil Pump Assembly (Soul / Seltos),,,"Kia America, Inc. (Kia) is recalling certain 2023 Soul, Sportage, and 2023-2024 Seltos vehicles.  The electronic controller for the Idle Stop & Go oil pump assembly may contain damaged electrical components that can cause the pump to overheat.",An electric oil pump assembly that overheats increases the risk of a vehicle fire.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect and replace the electric oil pump controller, as necessary, free of charge.  Owner notification letters are expected to be mailed September 28, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC275.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,Yes,SELTOS 2023; SELTOS 2024; SOUL 2023; SPORTAGE 2023
23V610000,SC280,"Kia America, Inc.",144979,20230831,20231027,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,UNIT ASSY-REAR VIEW CAMERA,99240-P2000,Rearview Camera Unit Assembly,111,,"Kia America, Inc. (Kia) is recalling certain 2022-2023 Sorento, Sorento Hybrid, and Sorento Plug-in Hybrid (PHEV) vehicles.  The mounting clips for the rearview camera may break, which can cause the rearview camera image not to appear properly on the display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","A rearview camera that does not properly display an image can reduce the driver's rear view, increasing the risk of a crash.","Dealers will inspect and replace the rearview camera housing, as necessary, free of charge.  Owner notification letters were mailed October 27, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC280.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SORENTO 2022; SORENTO 2023; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023
23V610000,SC280,"Kia America, Inc.",144979,20230831,20231027,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,UNIT ASSY-REAR VIEW CAMERA,99240-P2100,Rearview Camera Unit Assembly,111,,"Kia America, Inc. (Kia) is recalling certain 2022-2023 Sorento, Sorento Hybrid, and Sorento Plug-in Hybrid (PHEV) vehicles.  The mounting clips for the rearview camera may break, which can cause the rearview camera image not to appear properly on the display.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""","A rearview camera that does not properly display an image can reduce the driver's rear view, increasing the risk of a crash.","Dealers will inspect and replace the rearview camera housing, as necessary, free of charge.  Owner notification letters were mailed October 27, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC280.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SORENTO 2022; SORENTO 2023; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023
23V901000,252,Hyundai Motor America,10984,20231226,20240222,ELECTRICAL SYSTEM:12V/24V/48V BATTERY:CABLES,Wiring Harness-Battery,91851-BE000,12V Battery power line,,,Hyundai Motor America (Hyundai) is recalling certain 2024 Kona vehicles.  The 12-Volt battery cables may chafe against the engine control module bracket and short circuit during a crash. ,A short circuit increases the risk of an engine compartment fire. ,"Dealers will install sheathing over the wiring, free of charge.  Owner notification letters were mailed February 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 252. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,KONA 2024
24V169000,SC300,"Kia America, Inc.",36248,20240301,20240426,ENGINE AND ENGINE COOLING:ENGINE:GASOLINE:TURBO/SUPERCHARGER:HOSES/PLUMBING,"PIPE & HOSE ASSY â T/C OIL FEED, LH",28240-3L100,Oil Feed Pipe â Turbocharger (LH),,,"Kia America, Inc. (Kia) is recalling certain 2019-2020 K900, and 2018-2023 Stinger vehicles equipped with a 3.3-liter turbo gasoline direct injection engine.  The left turbocharger oil feed pipe and hose assembly may deteriorate and leak oil.",An oil leak in the presence of hot engine components can increase the risk of an engine compartment fire while driving.,"Dealers will replace the left turbocharger oil feed pipe and hose assembly, free of charge.  Owner notification letters were mailed April 26, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC300.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,K900 2019; K900 2020; STINGER 2018; STINGER 2019; STINGER 2020; STINGER 2021; STINGER 2022; STINGER 2023
24V200000,SC302,"Kia America, Inc.",48232,20240314,20240429,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,ICCU ASSY,36400-1XFA0 / 36400-1XFA0QQK,ICCU Assembly,,,"Kia America, Inc. (Kia) is recalling certain 2022-2024 EV6 vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash. ,"Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters are expected to be mailed April 29, 2024.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC302.  ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,EV6 2022; EV6 2023; EV6 2024
24V204000,257/021G,Hyundai Motor America,99055,20240315,20240422,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,ICCU ASSEMBLY,36400-1XAA0,Integrated Charging Control Unit for IONIQ 5,,,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2024 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"This recall is replaced by NHTSA recall number 24V-868.  Vehicles already repaired under this recall will need to have the new remedy completed. Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed April 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 257/021G. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,GV60 2023; GV60 2024; GV70 ELECTRIFIED 2023; GV70 ELECTRIFIED 2024; IONIQ 5 2022; IONIQ 5 2023; IONIQ 5 2024; IONIQ 6 2023; IONIQ 6 2024
24V204000,257/021G,Hyundai Motor America,99055,20240315,20240422,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,ICCU ASSEMBLY,36400-1XBA0,Integrated Charging Control Unit for G80 EV,,,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2024 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"This recall is replaced by NHTSA recall number 24V-868.  Vehicles already repaired under this recall will need to have the new remedy completed. Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed April 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 257/021G. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,GV60 2023; GV60 2024; GV70 ELECTRIFIED 2023; GV70 ELECTRIFIED 2024; IONIQ 5 2022; IONIQ 5 2023; IONIQ 5 2024; IONIQ 6 2023; IONIQ 6 2024
24V204000,257/021G,Hyundai Motor America,99055,20240315,20240422,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,ICCU ASSEMBLY,36400-1XCA0,Integrated Charging Control Unit for GV60,,,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2024 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"This recall is replaced by NHTSA recall number 24V-868.  Vehicles already repaired under this recall will need to have the new remedy completed. Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed April 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 257/021G. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,GV60 2023; GV60 2024; GV70 ELECTRIFIED 2023; GV70 ELECTRIFIED 2024; IONIQ 5 2022; IONIQ 5 2023; IONIQ 5 2024; IONIQ 6 2023; IONIQ 6 2024
24V204000,257/021G,Hyundai Motor America,99055,20240315,20240422,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,ICCU ASSEMBLY,36400-1XDA0,Integrated Charging Control Unit for GV70 EV,,,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2024 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"This recall is replaced by NHTSA recall number 24V-868.  Vehicles already repaired under this recall will need to have the new remedy completed. Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed April 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 257/021G. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,GV60 2023; GV60 2024; GV70 ELECTRIFIED 2023; GV70 ELECTRIFIED 2024; IONIQ 5 2022; IONIQ 5 2023; IONIQ 5 2024; IONIQ 6 2023; IONIQ 6 2024
24V204000,257/021G,Hyundai Motor America,99055,20240315,20240422,ELECTRICAL SYSTEM:12V/24V/48V BATTERY,ICCU ASSEMBLY,36400-1XEA0,Integrated Charging Control Unit for IONIQ 6,,,"Hyundai Motor America (Hyundai) is recalling certain 2022-2024 IONIQ 5, 2023-2024 IONIQ 6, Genesis GV60, Genesis GV70 ""Electrified,"" and Genesis G80 ""Electrified"" vehicles.  The Integrated Charging Control Unit (ICCU) may become damaged and stop charging the 12-Volt battery, which can result in a loss of drive power.",A loss of drive power increases the risk of a crash.,"This recall is replaced by NHTSA recall number 24V-868.  Vehicles already repaired under this recall will need to have the new remedy completed. Dealers will inspect and replace the ICCU and its fuse, as necessary.  In addition, dealers will update the ICCU software.  All repairs will be performed free of charge.  Owner notification letters were mailed April 22, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 257/021G. ","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,GV60 2023; GV60 2024; GV70 ELECTRIFIED 2023; GV70 ELECTRIFIED 2024; IONIQ 5 2022; IONIQ 5 2023; IONIQ 5 2024; IONIQ 6 2023; IONIQ 6 2024
24V246000,258,Hyundai Motor America,18206,20240402,20240531,BACK OVER PREVENTION:SOFTWARE,HEAD UNIT ASSY-AVN,96560-R6050,ccNC AVN,111,,"Hyundai Motor America (Hyundai) is recalling certain 2024 Santa Fe vehicles.  The rearview camera image may be obstructed by a trailer parking assist message.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",An obstructed rearview camera image reduces rearward visibility and increases the risk of a crash or injury.,"Hyundai will release an over-the-air (OTA) software update.  Owner notification letters were mailed beginning May 31, 2024.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 258.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov. ",No,No,SANTA FE 2024
